0x0001	 [X]
0x0BBC	[09][10][02][NL][0C][10]F[NL][09]Lyon![X][A][0C][16]......[16][A][NL]Eirika?[X][A][09]Lyon[16]... [16]It is you, isn't it, Lyon?![X][A][0C]Yes[X][16]...[X][16][A][NL]But I'm[X][16]... [16]I'm almost[NL]completely gone.[A][15][0C]Before I'm lost entirely,[X][NL]I want to apologize.[A][NL]I'm sorry, Eirika.[NL]This is all my fault.[X][A][NL]I was too weak[16]...[X][16][A][09]You're not to blame, Lyon.[A][NL]It was the Demon King. He[X][NL]was controlling you[X][16]...[X][16][A][0C]No, that's not true, Eirika.[A][NL]When the Demon King reached into me[X][NL]from inside the Dark Stone[16]...[X][16][A][NL]When he whispered he would see all my[X][NL]dreams and desires made true[16]...[X][16][A][NL]I[X][16]...[X][16]I did not reject him.[X][A][15][0C]In the shadows of my heart, he saw[NL]jealousy[16]...[X][16]vanity[16]...[X][16][A][NL]It was my weakness that put these[X][NL]emotions there, allowed them to thrive.[X][A][09]Everyone has weaknesses, Lyon.[A][NL]You're not the only one. I do.[NL]I'm sure my brother does[16]...[X][16][A][NL]Don't hate yourself for having[NL]these feelings, please.[X][A][0C]Thank you, Eirika.[A][NL]You were always[X][16]...[X][16]so kind.[A][15][0C]The Demon King will claim my flesh as[X][NL]a vessel for his resurrection.[A][NL]Before that can happen[16]...[X][16][NL]I want you to kill me.[A][NL]I'm sorry, Eirika. I'm already[16]--[16][A][09][16]......[16][A]
0x0BBD	[09][10][02][NL][0C][10]J[NL][8025][0C]Oh, please[16]...[X][16][A][NL]Are you done turning your failings into[X][NL]some sad epic of personal tragedy?[A][NL]It's time we started then.[A][NL]I have a ritual to complete[X][16]...[X][16][NL]and some nuisances to kill.[X][A][8025][09]Shut your mouth.[A][NL]I won't allow you to desecrate[NL]Lyon's body any further.[A][NL]You will not return to this world.[NL]I will stop you myself if I must.[X][A][8025][0C]Ah, is that so? And do you honestly[X][NL]think yourself capable, wench?[A][NL]You once prayed for this fool's salvation.[NL]Can you bring yourself to kill him?[X][A][8025][09]I can and I will.[X][A][NL]I made a promise to Lyon,[X][NL]and I intend to honor it.[X][A]
0x0BBE	[09][10][14][NL][0C][10]F[NL][09]Lyon.[X][A][0C]You came after all, Ephraim.[NL]I'm glad.[X][A][09]Lyon.[X][A][NL]Is this[X][16]... [16]Is this my fault?[X][A][NL]Am I responsible for how[NL]much you've changed?[A][NL]I haven't seen you for[NL]two years now[X][16]...[X][16][A][NL]Have you[16]...[X][16]hated me[NL]that entire time?[X][A][0C]No, Ephraim.[A][NL]I was never dishonest. I liked[NL]you both. I still do.[X][A][NL]But I was envious of you, too.[A][NL]That's why I[16]...[X][16]desired this.[X][A][NL]You may not believe me when[X][NL]I tell you this, but[16]...[X][16][A][NL]Even now, after all this, I[X][NL]still consider you a friend.[A][09]Lyon[16]...[X][16][A][02][NL]You know that I do, too.[NL]I spoke the truth to you[16]...[X][16][A][NL]I truly thought that we[X][NL]would always be friends.[A][02][NL]That's why I[16]...[X][16][A][NL]I have to stop you.[X][A][0C]Of course. I know[X][16]...[X][16][A][NL]You are Ephraim, after all.[X][NL]You could do no less, my friend.[A][NL]Well, come then, Ephraim.[X][NL]Try and stop me.[A][NL]I will defeat you, and then I[X][NL]will save the people of Grado.[A][NL]No one[16]...[X][16][NL]No one will stand in my way.[A]
0x0BC0	[09][10]F[NL][09]Tell me, Ephraim: do I look[X][NL]like I've grown stronger?[X][A][NL]The last time we dueled, I[NL]was too weak to test you.[X][A][NL]Why, I was so weak, I even[NL]lost to Eirika[16]...[X][16][A][09][11][0C][10][14][NL][0C][16]......[16][A][0C][11][09][10]F[NL][09]I've sacrificed the lives[X][NL]of many good people.[A][NL]I've committed many[X][NL]unforgivable sins.[A][NL]The caring heart I once[X][NL]possessed died long ago[X][16]...[X][16][A][02][NL]And I've grown stronger[X][NL]because of it.[A][NL]I've grown strong enough to[X][NL]defeat even you, Ephraim.[X][A][09][11][0C][10][14][NL][0C][16]...[X][16]No, you haven't. You're[X][NL]still no match for me.[A][NL]You were never one for[NL]combat. It's not in you.[A][NL]You should never have[X][NL]chosen this path.[X][A][0C][11][09][10]F[NL][09][16]......[16][A][09][11][0C][10][14][NL][0C][16]......[16][A][NL]Here I come, Lyon.[A][0C][11]
0x0BC4	[09][10]F[NL][09]Where[X][16]...[X][16][A][NL]Where did[X][NL]I go wrong[16]...[X][16][A][09][801D][09][11]
0x0BC5	[09][10][02][NL][0C][10]F[NL][0C][16]......[16][A][09]Lyon![X][A][09][800C][08][10][14][NL][1C][08]Be careful, Eirika![X][A][0A]It's all right.[X][NL]He's Lyon.[A][NL]Lyon[16]...[X][16][A][8004][0C][17]Ei[16]...[X][16]Eirika[16]...[X][16][NL]Is[16]...[X][16]that you[16]...?[16][A][17][0A]Yes, Lyon. It's me.[X][A][0C][17]Eirika[16]... [16]You stopped me, didn't you?[X][NL]I'm glad[16]...[X][16][A][17][0A]Lyon[16]...[X][16][NL]Lyon[16]...[X][16][A][0C][17]Listen[16]...[X][16]Eirika[16]...[X][16][A][NL]I never had the courage[X][NL]to tell you, but[16]...[X][16][A][17][15][0C][17]I've always loved you[X][16]...[X][16][A][17][0C][11][0A][16]...[X][16]Lyon[16]...[X][16][A][08][16]......[16][A]
0x0BC6	[09][10][14][NL][0C][10]F[NL][0C]I guess that proves it.[X][A][NL]You're too strong, Ephraim[16]...[X][16][A][NL]I've always[X][16]...[X][16][NL]admired[X][16]...[X][16][A][09]Lyon![X][A][8004][0C]You know, Ephraim[X][16]...[X][16][A][NL]I always wanted to be you.[A][15][0C]I wanted to be strong and handsome[16]...[X][16][A][NL]With Eirika always at my side[X][16]...[X][16][A][NL]That's what I wanted to be.[X][A][NL]I had[X][16]...[X][16][NL]I had nothing[X][16]...[X][16][A][09]Don't be ridiculous, Lyon.[A][NL]Who was it that taught me history?[A][NL]Who covered for me when I stumbled?[X][A][NL]Didn't you see how I looked up to you?[A][NL]I admired your compassion, your wisdom,[X][NL]your thoughtfulness[X][16]...[X][16][A][0C][17]Oh, yeah[16]...[X][16][A][NL]That seems so long ago[16]...[X][16][NL]I did keep you out of trouble, didn't I?[A][NL]Thanks for remembering.[X][NL]See? You're thoughtful, too[X][16]...[X][16][A][17][09]Lyon[16]...[X][16][NL]Wait! Don't close your eyes![A][NL]I'm going to save you![NL]I'll find a way! I[16]...[X][16][A][0C][17]No, don't[X][16]...[X][16][NL]Thanks, anyway.[X][A][NL]It was all my fault[X][16]...[X][16][NL]Don't look so sad.[A][17][15][0C][17]C'mon, Ephraim, smile.[NL]Like you used to[16]...[X][16][A][17][0C][11][09][16]...[X][16]Lyon[16]...[X][16][A]
0x0BC7	[09][10][14][NL][0C][10][02][NL][09]What?![NL]This[16]...[X][16][A][0C]Brother![NL]Lyon's body! It's[X][16]...[X][16][A]
0x0BC8	[8025]...The time has come...[X][A][NL]...My resurrection is at hand...[A][8025]
0x0BC9	[8025]Now, humans...[A][NL]Lament your fate.[X][A][NL]Weep for the dead.[A][NL]Despair for the living.[X][A][NL]Wail and tremble in grief.[A][NL]Grovel in awe and fear.[X][A][NL]I am returned.[A][8025]
0x0BCA	[8025]Heh heh...heh heh heh...[A][NL]Well done, Lyon.[A][NL]The sacrifice of your flesh and[X][NL]the sum of your efforts...[A][02][NL]They were all for naught.[X][A][NL]Grado's disaster cannot be averted.[X][A][NL]My resurrection is at hand.[X][A][NL]All this time, you imagined yourself[NL]in possession of your own free will,[A][NL]but it was I who planted the seed[X][NL]from which your ambitions grew.[X][A][NL]My deceit made you my puppet, and oh, how[X][NL]you danced at the end of my strings.[A][02][NL]You could never have been saved.[A][NL]It's a shame, isn't it, Lyon?[X][A][NL]And now I...[A][02][NL]I am reborn.[A][8025]
0x0BCB	[0A][10][02][NL][08][10][14][NL][1C][0A]Is[16]...[X][16]is that[X][16]...[X][16][A][02][NL]the[X][16]...[X][16]Demon King?[X][A][08]Eirika.[X][A][0A]Brother[X][16]...[X][16][A][08]Don't be afraid, Eirika.[A][02][NL]I'm here.[X][NL]Our friends are here.[X][A][NL]We have the Sacred Stone, and we[NL]have each other. We will not lose.[A][NL]We will defeat him.[X][A][0A]You're right, Brother![A]
0x0BCC	[0A][10][14][NL][08][10][02][NL][1C][0A]Demon King! You are responsible[X][NL]for all the misery we've seen![A][NL]Lyon[16]... [16]My friend[X][16]...[X][16][NL]You're the one[16]...[X][16][A][08]Brother[X][16]...[X][16][A][NL]This power[16]... [16][NL]It's different.[X][A][0A]I know. This power is greater[X][NL]than anything we've ever faced[16]...[X][16][A][NL]But none of that matters.[X][A][NL]I've learned so much[16]...[X][16][NL]My lance is stronger than ever.[X][A][NL]That thing deceived and murdered[NL]my friend[X][16]...[X][16][A][02][NL]No matter what happens, I'm[X][NL]going to destroy it![A]
0x0BCD	[09][10][02][NL][0C][10]"[NL][09]L'Arachel![A][NL]It's time. We have to use the final[X][NL]Sacred Stone.[X][A][NL]We must use its power against the[X][NL]Demon King, as in the stories of old![X][A][0C]You must listen to me, Eirika.[A][NL]The stories are true: the stone does[NL]hold the power to stop the Demon King.[A][NL]However, the source of its power is human[X][NL]will, the desire for peace within our hearts.[X][A][09]In our hearts?[A][0C]Yes, that's right.[A][NL]We need not pray for the Sacred[X][NL]Stones to aid us now.[X][A][NL]No, we need only focus ourselves and[NL]concentrate on a better future.[X][A][09]I understand, L'Arachel.[A][15][0C][11][09]Listen, everyone. I can never repay[X][NL]you for all you've done so far.[X][A][NL]Now, please, one last time[16]...[X][16][NL]Lend me your strength.[A][NL]To defeat the Demon King![X][NL]To restore peace to our lands![A][NL]To take the peace we all dream[NL]of and make it real![A]
0x0BCE	[09][10][14][NL][0C][10]"[NL][09]L'Arachel![A][NL]It's time to use it. Prepare the[NL]last Sacred Stone![A][NL]We have to use its power on that[NL]beast, like in the legends![X][A][0C]You must listen to me, Ephraim.[X][A][NL]The stories are true: the stone does[NL]hold the power to stop the Demon King.[A][NL]However, the source of its power is human[X][NL]will, the desire for peace within our hearts.[X][A][09]In our hearts[X][16]...[X][16][A][0C]Yes, that's right.[A][NL]We need not pray for the Sacred[X][NL]Stones to aid us now.[X][A][NL]No, we need only focus ourselves and[NL]concentrate on a better future.[X][A][09]I understand.[X][A][15][0C][11][09]Everyone! Listen to me![X][A][NL]This is the final battle. If we[X][NL]can defeat this thing, it's over.[X][A][NL]We face the king of demons, the[X][NL]monster that once ruled all Magvel.[X][A][NL]He's more powerful than any one[X][NL]of us here.[X][A][NL]But we have something that[NL]beast will never have.[A][NL]We have community, friendship, love[X][16]...[X][16][NL]We have all the virtues of humanity.[A][NL]That is our weapon.[X][NL]That is our strength.[X][A]
0x0BCF	[09][10][02][NL][09]Let's finish this.[A]
0x0BD0	[09][10][14][NL][09]Is everyone ready?[06][NL]We're going to win.[X][A]
0x0BD1	[09][10][04][NL][09]My only wish is to serve and[NL]protect the two of you[16]...[X][16][A]
0x0BD2	[09][10][06][NL][09]There must be something[X][NL]that I can do![A]
0x0BD3	[09][10][05][NL][09]We can't let our guard down.[A]
0x0BD4	[09][10][07][NL][09]Hm. I wonder if we can[NL]reenact the legend.[X][A]
0x0BD5	[09][10][08][NL][09]Please, let everyone come[X][NL]through this unscathed[16]...[X][16][A]
0x0BD6	[09][10][0E][NL][09]This may be my last battle.[X][NL]I'll hold nothing back.[X][A]
0x0BD7	[09][10][09][NL][09][17]Watch with pride, Father! I'll[NL]show you who's the strongest![X][A][17]
0x0BD8	[09][10][0C][NL][09][17]Fighting's all well and good,[X][NL]but where's all the treasure?[X][A][17]
0x0BD9	[09][10][0A][NL][09]I'm starting to wonder if I[X][NL]really should be here[X][16]...[X][16][A]
0x0BDA	[09][10][1A][NL][09]That's the king of all demons[X][16]...[X][16][NL]What a ferocious sight he is.[X][A]
0x0BDB	[09][10][10][NL][09]Oh, that's the Demon King, isn't it?[NL]Yes, I've read all about him.[X][A]
0x0BDC	[09][10][11][NL][09][16]...[X][16]Prince Lyon.[A]
0x0BDD	[09][10]*[NL][09][17]So, what's Lady Luck have[X][NL]in store for me today?[A][17]
0x0BDE	[09][10][18][NL][09]We're with you all the way, Prince Ephraim![X][A]
0x0BDF	[09][10][16][NL][09][17]We've got to do what[NL]we can, right?[A][17]
0x0BE0	[09][10],[NL][09]There's nothing to fear.[NL]I'll protect everyone![A]
0x0BE1	[09][10][0F][NL][09]Bah[X][16]... [16]I am in NO way inferior[X][NL]to this so-called Demon King.[X][A]
0x0BE2	[09][10][1B][NL][09]Never stop fighting.[NL]Never[X][16]...[X][16][A]
0x0BE3	[09][10][1C][NL][09][17]Don't tense up! You'll fight[NL]better if you're relaxed.[X][A][17]
0x0BE4	[09][10][1E][NL][09]My blade will cut deep.[X][A]
0x0BE5	[09][10] [NL][09]Hm[16]... [16]Can my magic prevail?[X][A]
0x0BE6	[09][10]![NL][09][17]I'll show you all what[NL]my magic can do.[A][17]
0x0BE7	[09][10]"[NL][09][17]I, L'Arachel, strike in the name of[X][NL]righteousness, order, and Rausten![A][17]
0x0BE8	[09][10]#[NL][09][17]Gwah ha ha![X][NL]Same goes for me![X][A][17]
0x0BE9	[09][10][13][NL][09]Defeat the foe. Nothing[X][NL]else matters.[X][A]
0x0BEA	[09][10][19][NL][09]Gotta d-do my best.[X][05] Here goes![X][A]
0x0BEB	[09][10]$[NL][09]Come on[X][16]...[X][16][NL]You can't be serious![X][A]
0x0BEC	[09][10]%[NL][09]We must be steel blades with[NL]which to pierce the enemy.[A]
0x0BED	[09][10]&[NL][09]I'll do what I can.[X][A]
0x0BEE	[09][10])[NL][09]That's the heart of the darkness[NL]I've studied?[X][05] It can't be[16]...[X][16][A]
0x0BEF	[09][10]+[NL][09]I will show you the honor and[X][NL]valor of the Frelian Pegasus Knights.[X][A]
0x0BF0	[8025]Gaa...grrr...[X][A][NL]Abominable Sacred Stone...[A][NL]I will not suffer imprisonment again.[X][A][NL]How? You possess only one...[A][NL]Do not fool yourselves. You cannot[NL]fully imprison me...[A][02][NL]I will grind that wretched rock and[X][NL]your accursed bones to powder![A][8025]
0x0BF1	[09][10][02][NL][0C][10]"[NL][09]There![A][0C]We did it. The Demon King's[X][NL]soul has been bound once more.[A][NL]But, Eirika, it's not over yet.[X][A][NL]The Demon King's soul rages[X][NL]against its prison.[X][A][NL]We must return it to its proper[X][NL]place[X][16]--[16]and quickly.[A][NL]But first, we must defeat the[X][NL]Demon King's soulless body![X][A][09][800C][0A]That thing?[X][A][0C]Uh-huh[16]...[X][16][NL]The real battle's just beginning.[X][A][NL]Our ancestors paid dearly for their[X][NL]victory. A mountain of corpses[16]...[X][16][A][NL]It's written the Demon King was surrounded[NL]by the dead before he finally fell.[X][A][08][10][04][NL][08]We're all prepared to do what[X][NL]must be done.[X][A][0A]I have no desire to make any more[X][NL]heartbreaking sacrifices.[X][A][NL]I promised we would all return[NL]safely, and return safely we shall![X][A]
0x0BF2	[09][10][14][NL][0C][10]"[NL][09]Did we do it?[X][A][0C]Yes, we did it. The Demon King's[NL]soul has been bound once more.[A][NL]But, Ephraim, it's not over yet.[A][NL]The Demon King's soul rages[X][NL]against its prison.[X][A][NL]We must return it to its proper[X][NL]place[X][16]--[16]and quickly.[A][NL]But first, we must defeat the[X][NL]Demon King's soulless body![X][A][09][800C][0A]That thing?[X][A][0C]Uh-huh[16]...[X][16][NL]The real battle's just beginning.[X][A][NL]Our ancestors paid dearly for their[X][NL]victory. A mountain of corpses[16]...[X][16][A][NL]It's written the Demon King was surrounded[NL]by the dead before he finally fell.[X][A][08][10][04][NL][08]We are all prepared to[NL]do what must be done.[X][A][0A]No[16]... [16]I'll do it.[X][A][NL]I have no intention of[NL]seeing anyone else die![X][A]
0x0BF4	[0C][10][14][NL][0C]Demon King[16]...[X][16][A][NL]I'm going to kill you![A][0C][11]
0x0BF5	[0A][10][14][NL][08][10][02][NL][0B][10][0F][NL][0D][10]"[NL][1C][08]That's it. It's over, isn't it?[X][A][0D][17]Yes. Evil has been imprisoned,[NL]locked away.[A][NL]The legends of old have been[NL]mirrored in our actions today.[A][17][0B]No, we've done far more than the[NL]legends ever told.[A][NL]We've destroyed the Demon King's[NL]body. He can never come back.[X][A][08]That's right. And we have you[X][NL]all to thank for it.[A][0A]And another thing[X][16]...[X][16][A][NL]In that ancient battle, it took the might[X][NL]of the five heroes to do what we did.[X][A][NL]We did not have their extraordinary[X][NL]power to draw upon.[X][A][08]No, we didn't. We conquered darkness and[NL]restored peace to the land, thanks to you.[A][NL]It was because you never gave in, you never[X][NL]stopped fighting. None of you, not once.[A][NL]Thank you[X][16]...[X][16][A]
0x0BF6	[08][10][08][NL][0A][10],[NL][0D][10][0F][NL][0B][10]+[NL][1C][08]This means we've accomplished[X][NL]our mission![A][NL]I must relay the good news to[X][NL]King Hayden at once.[A][0A]Yes. I'm sure Father will[X][NL]be most pleased.[A][NL]Brother! This means peace will[NL]be restored, doesn't it?[A][NL]Shall I fly back to Frelia and[NL]let him know?[X][A][0D]There's no need to rush.[A][NL]I'm sure he knows. After all, we were[X][NL]together, and that ensured our victory.[X][A][0B]Of course, Prince Innes[X][16]...[X][16][A][08][11][0A][11][0D][11][0B][11][09][10][07][NL][0C][10][05][NL][09]Hmmm[16]... [16]Looks like we're on the[X][NL]outside looking in, eh?[X][A][NL]Even so, the fighting's over. And[X][NL]that's something to be happy about.[X][A][0C]Exactly.[A]
0x0BF7	[0A][10][1B][NL][08][10][1C][NL][0C][10][1E][NL][1C][17][0A]Well that took some doing, but[NL]we finally finished the job.[A][08]We certainly earned our pay[X][16]...[X][16][NL]Please tell me we're going to enjoy it.[X][A][0C]Let's go home, Chief.[X][A][0A]Let's see now[X][16]...[X][16][NL]Shall we head back to Jehanna?[A][NL]I guess we could stop in at the guild[X][NL]and get our next contract, eh?[A][08]But the queen's gone[16]...[X][16][A][NL]I wonder what Jehanna will do now.[A][0A]I'm sure it'll all work out.[A][NL]After all's said and done, it's our home.[X][A][NL]C'mon. It's time for Gerik's band to ride.[A][0C]Let's go.[X][A][0A][11][08][11][0C][11][0C][10]*[NL][0C][16]......[16][A][02][NL][16]...[X][16]Hm[16]... [16]Heads.[A][NL]Looks like I should be[NL]getting back as well.[X][A][NL]Homecoming time[X][16]...[X][16][A]
0x0BF8	[08][10][11][NL][0A][10][19][NL][08]It's over, isn't it?[A][NL]The demon that drove Grado to[X][NL]madness is dead and gone.[X][A][0A]I-I can't believe that I was part[X][NL]of this whole thing[X][16]...[X][16][A][08][11][0A][11][08][10][13][NL][0A][10]%[NL][0C][10])[NL][08]The war is over. But so much[NL]remains to be done.[X][A][NL]Our country lost this war. The[NL]road ahead will be long and hard.[X][A][0A]That's true. And yet[16]...[X][16][NL]It's a road we must travel.[X][A][NL]That's the burden survivors[X][NL]must shoulder.[A][0C]Yes. And we must fulfill the dreams[X][NL]of Emperor Vigarde and Prince Lyon.[X][A]
0x0BF9	[09][10]"[NL][0D][10]#[NL][0B][10]$[NL][1C][17][09]Dozla, Rennac.[NL]We've done it.[A][0D]Gwaa ha ha! And a job well done[X][NL]it was, Princess L'Arachel.[X][A][0B]Whew[16]... [16]It's finally over.[A][NL]So it's about time for me to[16]...[X][16][A][09]Hold it! I gave you[X][NL]no orders to leave![X][A][NL]I am the princess of[NL]Rausten, lest you forget.[X][A][NL]I have many missions[NL]yet to fulfill.[X][A][NL]Come, Dozla, Rennac.[NL]It's time to go![A][09][11][0D]Gwaa ha ha! Wait up![A][NL]Let's move, Rennac![X][A][0D][11][0B][16]...[X][16]Sigh.[X][A][0B][11]
0x0BFA	[0A][10] [NL][08][10]&[NL][0F][10]![NL][1C][08][16]......[16][A][0A][16]......[16][A][08]The darkness[16]... [16]It's gone.[A][0A]Yes.[NL]That's the end.[X][A][08]I guess so[16]...[X][16][A][0A]Let's return home,[NL]Lady Myrrh.[X][A][NL]Our friends and family will[X][NL]be worrying about us[16]...[X][16][A][0A][11][08][11][0F][800E][0C][17]What? Hey, Teacher![X][A][NL]Where are you going? Wait[X][NL]up. I'm coming with you.[A][17]
0x0BFB	[09][10][0E][NL][0C][10][09][NL][17][09]You did well, Ross.[X][A][NL]You're a true warrior,[NL]my pride and joy.[X][A][0C]But you're still the best, Father![A][NL]That's right! My father's the[X][NL]best warrior in all Magvel![X][A][09][11][0C][11][09][10][0C][NL][0C][10][0A][NL][09]Bah, I'm glad everyone's so[X][NL]happy, but[16]...[X][16][A][NL]They'd better not forget that[X][NL]they won only with our help.[A][NL]Right, Neimi?[X][A][0C]We all worked[X][16]...[X][16]together.[X][A][NL]Wasn't[16]...[X][16]that great[16]...[X][16]Colm?[X][NL]Sniff[X][16]...[X][16][A][09]H-hey[X][16]...[X][16][NL]Don't start crying[16]... [16]Please?[X][A][09][11][0C][11][09][10][1A][NL][0C][10][10][NL][09]O glorious light, were you witness[NL]to our victory?[X][A][NL]The foul demon has been[X][NL]purged from the earth.[A][0C]The ancient Demon King was as[X][NL]powerful as the scrolls described.[A][NL]And yet, in the end, we were able[X][NL]to defeat him![A][NL]After all, there's no one better[NL]than us.[A]
0x0BFC	[08][10][02][NL][0D][10][04][NL][0B][10][06][NL][1C][17][0D]Your continued safety is all that[X][NL]matters to me, Princess Eirika.[X][A][0B]General![NL]Princess Eirika![A][NL]We can finally return[X][NL]to Renais, can't we?[A][08]Yes, we can go home.[NL]All of us unharmed[16]...[X][16][A][08][11][0D][11][0B][11][1D][08][10][14][NL][0B][10][16][NL][0D][10][18][NL][1C][0B][17]Ah, I'm exhausted. I'd like nothing[X][NL]more than to laze about a while[X][16]...[X][16][A][NL]Alas, we're not going to have that[NL]opportunity, are we, Prince Ephraim?[A][17][08]No. The reconstruction of Renais[NL]is going to keep us busy.[X][A][NL]Keep your strength up. I'm going[NL]to need you in the days ahead.[A][0D]We'll be beside you through it all![X][A]
0x0BFD	[09][10][02][NL][17][09]All right, let's go home.[X][A][02][NL]Let's go back to the people[X][NL]who are waiting for us[16]...[X][16][A]
0x0BFE	[09][10][14][NL][17][09][16]......[16][A][NL]The war is over.[NL]Victory is ours.[A][02][NL]Now we ride for home![X][A]
0x0BFF	[17][09][10]R[NL][0D][10],[NL][09]Oh, Tana[16]... [16]I'm grateful to see that[NL]you're safe and home again![X][A][NL]You've no idea how I worried when I heard[X][NL]you were under attack at Border Mulan.[A][NL]You are not to leave again without my[X][NL]permission. Do you understand?[A][0D]Don't be mad, Father. Look,[X][NL]I come bearing good news.[X][A][NL]Eirika! Come out now![X][A][0B][10][02][NL][0B]King Hayden, I am pleased to see you[NL]again, even in these sad times.[X][A][09]Ah, Eirika! It does my heart[NL]good to see you safe.[X][A][17][0B]Thank you. I was able to escape the[X][NL]castle before Renais fell.[A][NL]But I'm not sure if my father[X][16]...[X][16][A][09]Yes.[A][NL]I[X][16]...[X][16]have received[X][NL]word of your father.[A][0B]Your Highness? Please tell me.[NL]Is my father well?[A][8004][09][16]...[X][16]My friend King Fado[X][16]...[X][16]did not[X][NL]survive the fall of Renais Castle.[A][0B][16]...[X][16]No, it cannot be[16]...[X][16][A][0D][11][0D][10][04][NL][0D][16]......[16][A][1C][8004][09]Rest assured, Grado will be punished for[NL]its cowardly act. This is Frelia's promise.[X][A][NL]Eirika, please stay here and rest. I cannot[X][NL]imagine how exhausted you must be.[A][0B][16]......[16][A][0D]King Hayden.[A][NL]You know of Prince Ephraim's[NL]disappearance, do you not?[A][09]Yes, we hear the prince and his men[X][NL]hound Grado at every turn.[A][NL]It's said that he's led his forces[NL]into the empire itself.[X][A][NL]Reports suggest he's crossed the[NL]border and now fights in Renvall.[X][A][1D][0B]My brother[16]...[X][16][NL]He fights on? Even now?[X][A][09]Yes. My pegasus knights bought[NL]this information at a great price.[A][NL]Even though Renais has fallen, he[X][NL]charges into the enemy's heart.[X][A][NL]He is truly Fado's son[16]...[X][16][NL]What a valiant youth.[X][A][NL]I wish that I knew whether he[X][NL]remains unharmed, but I do not.[X][A][0B]King Hayden, I thank you for[NL]your offer, but I cannot stay.[A][NL]I intend to ride to my brother's[NL]side with reinforcements.[X][A][09]I cannot allow it. I know how you[X][NL]feel, but this plan is suicide.[X][A][NL]I would be betraying Fado's memory if[X][NL]I allowed any harm to befall you.[X][A][NL]Stay here. Rest and mourn. Leave[NL]this war to the warriors.[X][A][0B]I know you mean well, Your Majesty.[X][A][NL]However, I have lost my father,[X][NL]and my twin brother is in peril.[A][02][NL]My brother, he is a part of me[16]...[X][16][A][NL]I cannot rest here in peace while[X][NL]he risks his life.[A][09]No. Renais has no more army.[NL]Grado's forces decimated it.[A][NL]I wish that Frelia could provide you[NL]with support, with soldiers, but[16]...[X][16][A][02][NL]My son, Innes, is on his way to meet[NL]the empire's forces.[A][NL]We cannot spare a single brigade.[X][A][NL]Your own retinue of knights cannot[NL]possibly face Grado alone.[A][NL]Are you so determined to go?[A][0B]Yes.[A][NL][16]...[X][16]With apologies.[X][A][09][16]...[X][16]As resolute as your father, eh?[X][A][NL]What am I to do in the face of such[X][NL]foolhardy determination?[A][NL]Vanessa.[A][0D][11][0D][10][08][NL][0D]Here, Your Highness![A][09]Moulder.[A][0D][11][0D][10][07][NL][0D]You called, my king?[A][09]Gilliam.[A][0D][11][0D][10][05][NL][0D]Yes, sire?[A][0D][11][09]You are to accompany Princess Eirika of[X][NL]Renais into Grado territory.[A][NL]I expect each of you to provide aid [NL]and support for her brother.[A][0D][10][07][NL][0D]Hmm. Quite a grave responsibility[X][NL]you've given us.[A][0D][11][0D][10][08][NL][0D]No matter the obstacles,[NL]we will perform our duty.[X][A][0D][11][0D][10][05][NL][0D]Our lives are yours.[A][0D][11][09]These are some of my most trusted[X][NL]and stalwart vassals.[X][A][NL]They will, no doubt, prove themselves[X][NL]quite valuable on your journey.[X][A][02][NL]Remember, you are venturing behind[NL]enemy lines. You will need supplies.[A][NL]I will have a supply convoy readied to[NL]carry your weapons and provisions.[A][02][NL]It will remain at your side, no matter[NL]how far afield you venture.[X][A][17][0B]King Hayden, I[16]...[X][16][NL]Thank you.[A][09]No, save your thanks for your return[16]...[X][16][NL]with your brother, Prince Ephraim.[A][0B]Yes, Your Highness![X][A]
